Username,Handle,Tweet,Hashtags,Replies,Retweets,Likes
Katarina,,Know the difference between MAGA WOMEN & LIBERAL WOMEN.  #Trump47 #Trump2024 #Maga2024 #Maga47 #DonaldTrump #TeamTrump  #TrumpTrain#AmericaFirst  #2A #1A #ProTrump #ProGod #Proudconservative #TrumpMoreThanEver #Gop #Republicans #PatriotAssemble #PatriotsUnite #TrumpGirl,"#Trump47, #Trump2024, #Maga2024, #Maga47, #DonaldTrump, #TeamTrump, #TrumpTrain, #AmericaFirst, #2A, #1A, #ProTrump, #ProGod, #Proudconservative, #TrumpMoreThanEver, #Gop, #Republicans, #PatriotAssemble, #PatriotsUnite, #TrumpGirl",,,
XZherron,,"The Mayans built a pyramid that tracks the solar year.
No AI. No Wi-Fi. No problem.
Meanwhile, DC can’t build a wall or balance a budget.
Josh breaks it down—ancient math vs modern madness. #FJBNews #30SecondsOfFury #AmericaFirst #Trump2024","#FJBNews, #30SecondsOfFury, #AmericaFirst, #Trump2024",,,
Modern HipHop TV,,The OG Bernie Sanders made a surprise appearance at Coachella 2025 last night.  #berniesanders #bernie #trump #donaldtrump #maga #trump2024 #news #rap #rappers #coachella #modernhiphoptv,"#berniesanders, #bernie, #trump, #donaldtrump, #maga, #trump2024, #news, #rap, #rappers, #coachella, #modernhiphoptv",,,
XZherron,,"Trump just sent the military to the southern border.
No more catch-and-release. No more cartel free-for-alls.
Josh breaks it down—fortress mode: activated. #FJBNews #30SecondsOfFury #SecureTheBorder #Trump2024 #AmericaFirst","#FJBNews, #30SecondsOfFury, #SecureTheBorder, #Trump2024, #AmericaFirst",,,
Make America Great Again,,"#TRUMP , 78, IS A BEAST!  Just aced his physical & scored PERFECT 30/30 on brain test!  Heart strong, lungs clear, even survived a bullet still unstoppable! Share this NOW!  #Trump2024 #Maga","#TRUMP, #Trump2024, #Maga",,,
nxtgen8k,,WHY ARE U GUYS SO HELL BENT ON REMOVING THIS FROM THE UNITED STATES HISTORY  #Trump2024,#Trump2024,,,
TRUMPS NEW WORLD COIN (Official),,"When the streets say GOATED, you know it’s real.
(Greatest Of All Time, Ever Done — just in case)
$TRUMPSNW isn’t just a coin — it’s becoming a standard.
Meme? Movement? Maybe both. #GOATED #TRUMPSNW #CryptoNews #Trump2024 #MemeCoinSeason #Bitcoin #Solana #CryptoTwitter","#GOATED, #TRUMPSNW, #CryptoNews, #Trump2024, #MemeCoinSeason, #Bitcoin, #Solana, #CryptoTwitter",,,
Maria Maalouf,,زيارة ترامب المرتقبة للسعودية ليست مجرد بروتوكول… بل إعلان مرحلة جديدة: عودة الحليف الأميركي الحقيقي، وإنهاء مرحلة الفوضى التي خلّفها ضعف بايدن. رسائل حاسمة لإيران، وطمأنة لحلفاء واشنطن بأن التغيير بدأ. #ترامب #السعودية #الشرق_الأوسط #إيران #USA #MBS #Trump2024,"#ترامب, #السعودية, #الشرق_الأوسط, #إيران, #USA, #MBS, #Trump2024",,,
Jonathan Bass,,#Trump  with his  #tariffs  is not making  #America  great again—he is saving it. #USA #Tariffs #LNG #Trump #Onshore #Energy #AmericaFirst #Manufacturing #Trump2024 #TariffsWork,"#Trump, #tariffs, #America, #USA, #Tariffs, #LNG, #Trump, #Onshore, #Energy, #AmericaFirst, #Manufacturing, #Trump2024, #TariffsWork",,,
XZherron,,"The ECB just cut rates for the 7th time.
Jerome “Too Late” Powell? Still fumbling reports and missing the moment.
Josh says: Fire him. Save the dollar. MAGA economics is back. #FJBNews #30SecondsOfFury #Trump2024 #FirePowell #AmericaFirst","#FJBNews, #30SecondsOfFury, #Trump2024, #FirePowell, #AmericaFirst",,,
Hold-Master,,"All Powell had to do was calm the markets… Instead, he played us again. Time for Trump to show him the door! #Powell #FOMC #FederalReserve #MarketCrash #CryptoNews #Trump2024 #Inflation #InterestRates #EconomyTalk #TradingView","#Powell, #FOMC, #FederalReserve, #MarketCrash, #CryptoNews, #Trump2024, #Inflation, #InterestRates, #EconomyTalk, #TradingView",,,
"""Beltway"" Greg",,Trump’s physical claims Trump has 4.3% body fat.  (Maybe in his left hand.) Get that man a burger he’s gonna starve.   #Trump2024 #Trumpphysical,"#Trump2024, #Trumpphysical",,,
Make America Great Again,,"Good morning MAGA! Today it's April 15th and I'm still feeling like a brand new person. After being sober for 272 days, I no longer feel worthless in this world. Have a blessed day everyone!  #AlcoholFreeLife #Trump2024 #MAGA #StaySoberMyFriends #GodBlessAmerica #ChristIsKing","#AlcoholFreeLife, #Trump2024, #MAGA, #StaySoberMyFriends, #GodBlessAmerica, #ChristIsKing",,,
MAGA-MEME-LORD,," Patriots, listen up! Don’t throw away the blessings of this GREAT NATION by chasing globalist pipe dreams. Epicurus had it right—cherish the freedom, strength, and values we’ve got!  #MAGA #AmericaFirst #DrainTheSwamp #Trump2024 #ConservativeValues #Epicurus #PatriotMindset","#MAGA, #AmericaFirst, #DrainTheSwamp, #Trump2024, #ConservativeValues, #Epicurus, #PatriotMindset",,,
Dolly Alberts,,"President Trump proudly shares his perfect score on the cognitive test, emphasizing transparency and strength. ""That's what the American people want.""  #Trump2024 #CognitiveTest #Leadership #Election2024","#Trump2024, #CognitiveTest, #Leadership, #Election2024",,,
Joshua T. Hosler,,"BREAKING: Japan is coming to the table to negotiate with Trump.  0% tariffs  End currency manipulation  Fair trade for America
Why?
Because Trump's tariffs work.
No more one-sided deals.
No more global freeloading.
America’s leverage is back. ",,,,
Make America Great Again,,"Trump’s out here winning so hard the left’s crying into their soy lattes, and MAGA’s just popping popcorn. Borders? Secure. Jobs? Piling up. Libs? Big mad. It’s almost unfair how good this feels—almost. Who’s ready to rub it in their faces?  #Trump2024 #MAGAvengeance","#Trump2024, #MAGAvengeance",,,
XZherron,,"The House barely passed Trump’s blueprint.
GOP infighting. Senate wobbling.
Josh breaks it down—spines were checked, diapers were issued. #FJBNews #30SecondsOfFury #Trump2024 #DrainTheSwamp #SpendingCuts","#FJBNews, #30SecondsOfFury, #Trump2024, #DrainTheSwamp, #SpendingCuts",,,
BOSSO,,That’s how it looks like now!  #USA #china #TrumpTariffs #Trump2024 #USPolitics #POTUS,"#USA, #china, #TrumpTariffs, #Trump2024, #USPolitics, #POTUS",,,
Modern HipHop TV,,Aye somone call the secret service something ain’t right here  #trump #donaldtrump #trump2024 #maga #makeamericagreatagain #comedy #funny #news #losangeles #newyork #modernhiphoptv,"#trump, #donaldtrump, #trump2024, #maga, #makeamericagreatagain, #comedy, #funny, #news, #losangeles, #newyork, #modernhiphoptv",,,
Radio Intereconomía,, Trump revela que Erdogan admitió intervención en Siria #donaldtrump #recepTayyipErdogan #trumperdogan #siria #orienteMedio #geopolítica #trump2024 #trumpnoticias #diplomaciainternacional #trumpenespaña #conversacióntrump #trumperfil,"#donaldtrump, #recepTayyipErdogan, #trumperdogan, #siria, #orienteMedio, #geopolítica, #trump2024, #trumpnoticias, #diplomaciainternacional, #trumpenespaña, #conversacióntrump, #trumperfil",,,
Cointribune,," Trump et le gouvernement US sur le point de bouleverser la crypto ?
Le marché retient son souffle… #Crypto #Bitcoin #Trump2024 $BTC","#Crypto, #Bitcoin, #Trump2024",,,
MAGA United - Trump 2024-2028,,"We remember the cost…
Not out of guilt,
But out of gratitude. #GoodFriday #JesusSaves #Trump2024 #ElSalvador","#GoodFriday, #JesusSaves, #Trump2024, #ElSalvador",,,
PlanetHank,,"""Becca Balint calling Trump supporters 'brown shirts' is peak unhinged!   Comparing everyday Americans to Nazis?   Vermont deserves better than this divisive nonsense.  #BeccaBlunder #Trump2024 #Vermont https:// tatus/1912484117888762347 … https:// t/status/1912527548342296802 …","#BeccaBlunder, #Trump2024, #Vermont",,,
Seminole County GOP,,#DonaldTrump #Trump2024 #TrumpVance2024 #GOP #america #freedom #liberty #election #Election2024 #florida #floridagop #seminolegop #centralflorida #orlando #sanfordfl #oviedo #lakemaryfl #casselberry #altamontesprings #winterspringsflorida #chuluotafl #heathrowfl #genevafl,"#DonaldTrump, #Trump2024, #TrumpVance2024, #GOP, #america, #freedom, #liberty, #election, #Election2024, #florida, #floridagop, #seminolegop, #centralflorida, #orlando, #sanfordfl, #oviedo, #lakemaryfl, #casselberry, #altamontesprings, #winterspringsflorida, #chuluotafl, #heathrowfl, #genevafl",,,
Valerie Motley,,"You can’t prepare for war while outsourcing your ammo to the enemy.
Only Trump had the guts to call it out: bring manufacturing HOME.
Peace through strength starts with self-reliance.  #AmericaFirst #Trump2024","#AmericaFirst, #Trump2024",,,
Dan Peña,,"SEVERAL MONTHS AGO, I SAID  @realDonaldTrump   WOULD WIN IN A LANDSLIDE! IT WAS VERY PREDICTABLE, IF U READ BETWEEN THE LIBERAL MEDIA LINES OF CRAP! IT WAS AS EASY AS ME CALLING NEGATIVE OIL IN 2020!

Read Dan's Full Commentary at  https:// ctory-prediction-dan-pe%25C3%25B1a-ussje … #trump2024 #USelection2024","#trump2024, #USelection2024",,,
Jacklyn Keeley,,I love him more and more every single day!  #Trump2024 #MAGA,"#Trump2024, #MAGA",,,
Uncensored USA,," Trump’s U.S. Steel-Nippon deal is a win for Pennsylvania! Revitalizing manufacturing, creating jobs, and countering China’s influence. America First in action!  #MAGA #Trump2024","#MAGA, #Trump2024",,,
Seminole County GOP,,#DonaldTrump #Trump2024 #MAGA #GOP #america #jobs #freedom #election #economy #prosperity #Election2024 #florida #floridagop #centralflorida #orlando #sanfordfl #oviedo #lakemaryfl #casselberry #altamontesprings #winterspringsflorida #chuluotafl #heathrowfl #genevafl @everyone,"#DonaldTrump, #Trump2024, #MAGA, #GOP, #america, #jobs, #freedom, #election, #economy, #prosperity, #Election2024, #florida, #floridagop, #centralflorida, #orlando, #sanfordfl, #oviedo, #lakemaryfl, #casselberry, #altamontesprings, #winterspringsflorida, #chuluotafl, #heathrowfl, #genevafl",,,
Danny Giraldo,,Jejeje. Que risa. Y lo peor es que lo está demandando un abogado/juez pagado por China porque les están acabando con la rosca.  Bien echo papi trump/jes s Trump. Hay que pararse en la raya y no dejarnos marik... Más.    #MAGA #TRUMP2024 #VANCE2028,"#MAGA, #TRUMP2024, #VANCE2028",,,
Valerie Motley,,"Trump, Elon, and Lil X walk into West Palm Beach…
The media melts faster than a snowflake in July  #Trump2024 #ElonMusk #PowerMoves","#Trump2024, #ElonMusk, #PowerMoves",,,
DefenseMirror,,U.S. Base Commander in Greenland Removed after Rejecting Trump VP’s Annexation Speech:: https:// __Base_Commander_in_Greenland_Removed_after_Rejecting_Trump_VP___s_Annexation_Speech … #Trump #JDVance #Greenland #USMilitary #Annexation #SpaceForce #PituffikBase #SusanMeyers #Pentagon #DefensePolicy #Trump2024 #MilitaryNews #Geopolitics,"#Trump, #JDVance, #Greenland, #USMilitary, #Annexation, #SpaceForce, #PituffikBase, #SusanMeyers, #Pentagon, #DefensePolicy, #Trump2024, #MilitaryNews, #Geopolitics",,,
XZherron,,"Trump’s envoy just landed in Russia—again.
Peace talks delayed for months thanks to Biden, Blinken & Kerry playing world police.
Josh breaks it down: who caused this mess—and who’s cleaning it up. #FJBNews #30SecondsOfFury #Trump2024 #PeaceNotPolitics","#FJBNews, #30SecondsOfFury, #Trump2024, #PeaceNotPolitics",,,
Seminole County GOP,,#DonaldTrump #Trump2024 #MAGA #GOP #inflation #prosperity #america #jobs #freedom #election #economy #prosperity #Election2024 #florida #floridagop #centralflorida #orlando #sanfordfl #oviedo #lakemaryfl #casselberry #altamontesprings #winterspringsflorida #chuluotafl #heathrowfl,"#DonaldTrump, #Trump2024, #MAGA, #GOP, #inflation, #prosperity, #america, #jobs, #freedom, #election, #economy, #prosperity, #Election2024, #florida, #floridagop, #centralflorida, #orlando, #sanfordfl, #oviedo, #lakemaryfl, #casselberry, #altamontesprings, #winterspringsflorida, #chuluotafl, #heathrowfl",,,
"MTFx Media: Finance & Opinions, Not Advice",,"Intelligence predicts, but only one side’s crystal ball seems to work. Far right’s stuck in a tinfoil haze, far left’s lost in utopia dreams. Trump’s just playing chess while they’re arguing over checkers.  #MAGA #Trump2024","#MAGA, #Trump2024",,,
XZherron,,"Harvard says it won’t bow to Trump’s demands.
Cool—then give back the $9 billion in taxpayer cash.
Josh calls out the DEI circus and Ivy League hypocrisy. #FJBNews #30SecondsOfFury #DefundHarvard #Trump2024 #DEI","#FJBNews, #30SecondsOfFury, #DefundHarvard, #Trump2024, #DEI",,,
Stephanie (SRB),,Lastly…A Trump -UK trade deal is a distraction. It won’t help workers. It won’t fix the economy. It’s a shiny object meant to cover up a failed record.  #TradePolicy #JDVance #Trump2024,"#TradePolicy, #JDVance, #Trump2024",,,
XZherron,,"Trump’s fining illegals $998 a day for overstaying.
About time someone sent the bill.
Josh says: Break the law? Pay up—or pack up. #FJBNews #30SecondsOfFury #Trump2024 #BorderSecurity #AmericaFirst","#FJBNews, #30SecondsOfFury, #Trump2024, #BorderSecurity, #AmericaFirst",,,
XZherron,,"Harvard says it won’t bow to Trump’s demands.
Cool—then give back the $9 billion in taxpayer cash.
Josh calls out the DEI circus and Ivy League hypocrisy. #FJBNews #30SecondsOfFury #DefundHarvard #Trump2024 #DEI","#FJBNews, #30SecondsOfFury, #DefundHarvard, #Trump2024, #DEI",,,
XZherron,,"Trump’s fining illegals $998 a day for overstaying.
About time someone sent the bill.
Josh says: Break the law? Pay up—or pack up. #FJBNews #30SecondsOfFury #Trump2024 #BorderSecurity #AmericaFirst","#FJBNews, #30SecondsOfFury, #Trump2024, #BorderSecurity, #AmericaFirst",,,
Irene Armendariz-Jackson,,"Here we go again—politicians playing their fear-mongering games to turn Americans against Trump. We know exactly what the Democrats will do, but now the establishment Republicans are showing their true colors once more.  #PoliticalTheater @realDonaldTrump #Trump2024 #TrueColors","#PoliticalTheater, #Trump2024, #TrueColors",,,
Memestocker,,The wild card….$GOLD  $AABB #FAFO #ASIA #Mexico #GOLD #MINING #AABB #nvdia #STOCKSTOWATCH #AMC #GME #BBBYQ #MMTLP #OTC #TSLA #GOLD #SILVER #StockMarket #CRYPTO #OTC #SilverSqueeze #MarketManipulation #coins #bullion #Trump #Trump2024 #meme #MAGA #Torresthebull,"#FAFO, #ASIA, #Mexico, #GOLD, #MINING, #AABB, #nvdia, #STOCKSTOWATCH, #AMC, #GME, #BBBYQ, #MMTLP, #OTC, #TSLA, #GOLD, #SILVER, #StockMarket, #CRYPTO, #OTC, #SilverSqueeze, #MarketManipulation, #coins, #bullion, #Trump, #Trump2024, #meme, #MAGA, #Torresthebull",,,
XZherron,,"Trump’s attempted assassin finally charged.
206 days of Biden DOJ stonewalling—why the silence?
Josh is asking the questions the media won’t. #FJBNews #30SecondsOfFury #Trump2024 #DOJCorruption #AmericaFirst","#FJBNews, #30SecondsOfFury, #Trump2024, #DOJCorruption, #AmericaFirst",,,
MAGA Mike,," MAGA PATRIOTS! Secure borders, restore strength, and ditch weak leadership!   Let’s fight for freedom, jobs, and real values. Stand united for America’s future!  @realDonaldTrump #MAGA #Trump2024 #AmericaFirst #RedWave2024","#MAGA, #Trump2024, #AmericaFirst, #RedWave2024",,,
Megan Knox,,"President Trump is done playing nice.
No more excuses. No more backroom deals.
Every country that’s taken advantage of America is on notice.
We’re bringing jobs BACK. We’re standing UP.
NOBODY is getting off the hook.
America is rising. #Trump2024 #MAGA #AmericaFirst","#Trump2024, #MAGA, #AmericaFirst",,,
Tim San Fillippo,,"I support it. DEI was never about equity—it was the state-sponsored gospel of mediocrity, division and retribution. Trump didn’t just sign an order. He drove a stake through the heart of a bureaucratic cult. #EndDEI #Trump2024 #MeritMatters","#EndDEI, #Trump2024, #MeritMatters",,,
Dennis Armour,,#trump2024 #biden #liarpelosi https:// B?s=t … #AmericasBestPicsAndVideos,"#trump2024, #biden, #liarpelosi, #AmericasBestPicsAndVideos",,,
